Server_Date,Voltage,Power,Frequency,Energy,Power_Factor
26/05/21 13:00,119.99375,104.9625,59.99375,47.5,0.881875
26/05/21 13:10,120.0205396,97.92889544,59.96913574,47.50739655,0.864791187
26/05/21 13:20,120.0194243,97.77587206,59.96030883,47.52368966,0.864258304
26/05/21 13:30,120.0166617,97.7506593,59.96653829,47.54,0.864010918
26/05/21 13:40,120.0265701,98.09025969,59.97106174,47.5555,0.8650018
26/05/21 13:50,120.0149579,100.1330344,59.95599915,47.57240196,0.86893919
26/05/21 14:00,120.0133848,101.9214875,59.97920937,47.59033333,0.871792715
26/05/21 14:10,119.9379794,115.3865558,59.96407275,47.6065,0.893723556
26/05/21 14:20,120.025351,102.3786514,59.97796825,47.6245,0.871895743
26/05/21 14:30,120.0425312,95.86954203,59.97553913,47.64227778,0.859526775
26/05/21 14:40,120.042288,96.06447748,59.97067573,47.6565,0.859728682
26/05/21 14:50,120.0471852,95.79454179,59.96816092,47.6739,0.858947926
26/05/21 15:00,120.0248519,95.90553149,59.92988701,47.69,0.859524708
26/05/21 15:10,120.0385833,95.98308333,59.957625,47.7055,0.859379167
26/05/21 15:20,120.0295097,95.87645779,59.94916775,47.7215,0.858603571
26/05/21 15:30,120.0430909,95.8860276,59.97090639,47.736,0.859701732
26/05/21 15:40,120.0365,96.02429167,59.95870833,47.7542,0.859466667
26/05/21 15:50,120.0321104,95.88992208,59.94952489,47.769,0.859224675
26/05/21 16:00,120.0478512,95.92020671,59.96883496,47.78478571,0.859233279
26/05/21 16:10,120.0497083,95.919,59.97275,47.8024,0.859120833
26/05/21 16:20,120.0565238,95.87318723,59.98033333,47.817,0.859371429
26/05/21 16:30,120.056528,95.81587164,59.97055072,47.834,0.859392029
26/05/21 16:40,120.0567495,95.94326294,59.98002899,47.8485,0.859503313
26/05/21 16:50,120.0563251,95.90886542,59.96799586,47.86541667,0.858869565
26/05/21 17:00,120.0538996,96.00021325,59.95343168,47.88095,0.860110455
26/05/21 17:10,120.0533385,96.01817184,59.96416667,47.89763333,0.859586232
26/05/21 17:20,120.0455228,95.896647,59.96816874,47.9145,0.859398551
26/05/21 17:30,120.057559,95.86505072,59.96025776,47.93,0.859073913
26/05/21 17:40,120.0655911,96.17638923,59.989853,47.9455,0.860271014
26/05/21 17:50,120.0342917,95.99120833,59.96816667,47.9615,0.858833333
26/05/21 18:00,120.0677223,95.94292702,59.97227407,47.9767,0.859247464
26/05/21 18:10,120.0097121,99.11045022,59.93838528,47.99323333,0.865328571
26/05/21 18:20,120.012125,103.7915833,59.97304167,48.0115,0.875033333
26/05/21 18:30,120.0538912,95.94104491,59.97414773,48.026,0.860177652
26/05/21 18:40,120.0631623,96.19109307,59.9802316,48.043,0.859938312
26/05/21 18:50,120.0735833,96.10545833,59.979,48.05946667,0.859329167
26/05/21 19:00,120.0673571,95.90143885,59.9835947,48.076,0.858812121
26/05/21 19:10,120.0458939,95.96061255,59.95557035,48.09253333,0.859883658
26/05/21 19:20,120.0283452,98.46010714,59.95753571,48.1075,0.865467262
26/05/21 19:30,120.0504319,98.51989648,59.97669048,48.1246875,0.866072593
26/05/21 19:40,120.0512213,99.8016482,59.98799043,48.14080769,0.868461048
26/05/21 19:50,120.0400176,97.62379607,59.97170186,48.1565,0.863661284
26/05/21 20:00,120.0439838,101.2801041,59.98610345,48.17423333,0.872826715
26/05/21 20:10,120.0043718,106.9004658,59.95283333,48.1905,0.879408974
26/05/21 20:20,120.0528743,97.90948164,59.97005663,48.20739286,0.863918354
26/05/21 20:30,120.0633521,97.15755013,59.9762688,48.22382143,0.861862469
26/05/21 20:40,120.0568766,96.80444862,59.97139098,48.23970175,0.861399436
26/05/21 20:50,120.0535244,96.77746554,59.96465226,48.255875,0.860901629
26/05/21 21:00,120.0551723,96.71507519,59.96989975,48.27252694,0.860958647
26/05/21 21:10,120.0606422,97.06287594,59.9772807,48.28711341,0.862066103
26/05/21 21:20,120.0513033,96.66884398,59.96671366,48.30492857,0.861257519
26/05/21 21:30,120.0446898,96.72770677,59.96932018,48.32055263,0.861362782
26/05/21 21:40,120.0593609,96.75837406,59.96786967,48.33577193,0.861414474
26/05/21 21:50,120.0533647,96.78989348,59.96616855,48.35326316,0.861631579
26/05/21 22:00,120.0408991,98.34710526,59.9658584,48.36941573,0.863808271
26/05/21 22:10,120.0490695,96.95971805,59.97071742,48.38483929,0.861787907
26/05/21 22:20,120.0525627,96.87137531,59.97308271,48.40178947,0.861803885
26/05/21 22:30,120.0567513,96.87251253,59.96809524,48.41701786,0.861738095
26/05/21 22:40,120.0511717,96.92400376,59.98074561,48.43454386,0.861715852
26/05/21 22:50,120.0453697,96.97577694,59.96061404,48.44988033,0.861858396
26/05/21 23:00,120.0550721,96.97303571,59.98074875,48.466,0.861873747
26/05/21 23:10,120.0410934,101.1048277,59.97572995,48.48279229,0.869587719
26/05/21 23:20,120.0018828,103.3380576,59.94986842,48.50020802,0.874116541
26/05/21 23:30,120.0469612,96.87083647,59.9616604,48.51550877,0.861507206
26/05/21 23:40,120.0404668,96.90666353,59.96688283,48.53308929,0.861861529
26/05/21 23:50,120.0568954,96.91600877,59.97989348,48.54832143,0.861856203
27/05/21 00:00,120.040235,96.93613722,59.9776911,48.5645614,0.861951441
27/05/21 00:10,120.0350721,96.88729637,59.97494048,48.58121366,0.862142231
27/05/21 00:20,120.0233145,96.84460526,59.95638784,48.59664912,0.862991541
27/05/21 00:30,120.0281798,96.84373747,59.97161028,48.61407143,0.863207707
27/05/21 00:40,120.0230232,96.93624373,59.96802005,48.62930232,0.862945175
27/05/21 00:50,120.0312939,96.85573935,59.95888784,48.64570175,0.86164411
27/05/21 01:00,120.0354292,96.92139098,59.96554198,48.66217544,0.861935464
27/05/21 01:10,120.04125,97.22619674,59.96723684,48.67747368,0.862262218
27/05/21 01:20,120.0441416,96.93306704,59.97425752,48.694125,0.861611842
27/05/21 01:30,120.0371742,96.87423246,59.95526629,48.71101065,0.861524436
27/05/21 01:40,120.042218,96.91660088,59.97781955,48.72559712,0.86166886
27/05/21 01:50,120.0425063,97.00654762,59.97333333,48.74319643,0.862128759
27/05/21 02:00,120.02724,97.08496554,59.9633396,48.75849123,0.862294173
27/05/21 02:10,120.0325877,96.91734962,59.96732769,48.77530357,0.862642857
27/05/21 02:20,120.023963,96.8137218,59.96295426,48.79073214,0.862919799
27/05/21 02:30,120.0326003,96.88160401,59.95899436,48.80673684,0.862943609
27/05/21 02:40,120.023349,96.88182957,59.96248434,48.82423434,0.862461779
27/05/21 02:50,120.0391385,96.99788221,59.9743703,48.83950031,0.861948935
27/05/21 03:00,120.0320269,96.90147556,59.9679292,48.85514035,0.861713033
27/05/21 03:10,120.0386184,96.93315163,59.96595551,48.872375,0.861664787
27/05/21 03:20,120.0333835,97.15914787,59.96114348,48.88764286,0.862048559
27/05/21 03:30,120.0445489,96.8772901,59.96902256,48.90421429,0.861775376
27/05/21 03:40,120.0391322,96.81528822,59.96883772,48.92053571,0.86164505
27/05/21 03:50,120.0291729,97.05161654,59.95828008,48.93630357,0.862114035
27/05/21 04:00,120.0390946,96.88553885,59.96919486,48.95342011,0.861750313
27/05/21 04:10,120.0093139,101.0291322,59.96015977,48.96877193,0.86939411
27/05/21 04:20,119.9998622,103.3031422,59.96204261,48.98645614,0.874190476
27/05/21 04:30,120.0324091,96.83430764,59.96104637,49.00368546,0.86162594
27/05/21 04:40,120.0358333,96.83924812,59.96810777,49.01891635,0.861698622
27/05/21 04:50,120.0265633,97.02702694,59.96338346,49.03485714,0.862247807
27/05/21 05:00,120.0367043,96.94775376,59.96477444,49.05180702,0.861863409
27/05/21 05:10,120.0296836,97.19660088,59.97004386,49.0671109,0.862254699
27/05/21 05:20,120.0433866,96.84117794,59.98200815,49.08392982,0.861311717
27/05/21 05:30,120.0422525,96.84278195,59.96914787,49.09996429,0.861612155
27/05/21 05:40,120.0406955,96.84595238,59.9525,49.11603509,0.861362782
27/05/21 05:50,120.0464223,96.98542607,59.96902882,49.13280702,0.861928571
27/05/21 06:00,120.0388221,96.87666353,59.96982143,49.14807143,0.861718985
27/05/21 06:10,120.0342669,98.00799812,59.97357456,49.16507143,0.864128759
27/05/21 06:20,120.0356109,96.84343672,59.9710213,49.18115445,0.861843045
27/05/21 06:30,120.044433,96.8200094,59.97191729,49.19638534,0.861468045
27/05/21 06:40,120.0402851,96.82260338,59.96544486,49.21423214,0.861379699
27/05/21 06:50,120.0401378,96.95991541,59.95837406,49.22923214,0.862231516
27/05/21 07:00,120.0329292,96.86770363,59.96065476,49.24501754,0.861735589
27/05/21 07:10,120.0141228,100.978985,59.96435464,49.26207832,0.869457707
27/05/21 07:20,120.0040977,103.3038941,59.98335526,49.27944048,0.874430138
27/05/21 07:30,120.0241009,96.62131892,59.9562218,49.295125,0.861400063
27/05/21 07:40,120.0322118,96.59942669,59.96475877,49.31229323,0.86164599
27/05/21 07:50,120.0335401,96.76857456,59.97110589,49.3275,0.862096491
27/05/21 08:00,120.0260088,96.60815789,59.95892857,49.34476786,0.861574875
27/05/21 08:10,120.0159492,96.53305138,59.95418233,49.36026159,0.861789787
27/05/21 08:20,120.0235589,96.48817043,59.97507832,49.37614286,0.86152193
27/05/21 08:30,120.0136591,96.49473684,59.96401942,49.39298214,0.861720865
27/05/21 08:40,120.025661,96.43783521,59.97152256,49.40810714,0.861505639
27/05/21 08:50,120.0101159,96.59611529,59.97425125,49.42442105,0.862146303
27/05/21 09:00,120.0242575,96.44036028,59.97862155,49.44083929,0.861983709
27/05/21 09:10,120.0089317,96.75722431,59.9681391,49.45667074,0.862388158
27/05/21 09:20,120.0148747,96.42526316,59.97492794,49.47333929,0.861823308
27/05/21 09:30,120.0111372,96.43506266,59.96805451,49.48871429,0.861792293
27/05/21 09:40,120.0132863,96.43776942,59.96654449,49.50535088,0.861681078
27/05/21 09:50,120.0069455,96.70520363,59.97410088,49.52140226,0.862589599
27/05/21 10:00,120.0173246,96.64464286,59.96931391,49.53607143,0.86187312
27/05/21 10:10,120.0123778,96.72390351,59.96099311,49.55419643,0.862180764
27/05/21 10:20,120.0118358,96.7522995,59.96095865,49.56939286,0.862121241
27/05/21 10:30,120.026416,96.70658835,59.97112155,49.58507018,0.861932644
27/05/21 10:40,120.025354,96.71229637,59.96863722,49.60218452,0.861736216
